Temp	Nickel	Cobalt	Chromium	Molybdenum	Tungsten	Aluminium	Titanium	Niobium	Tantalum	Hafnium	Rhenium	Vanadium	Ferrite	Galium	AlphaGammaPrime
25	0.848	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5315
25	0.851	0.0	0.122	0.0	0.0	0.027000000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5314
25	0.8490000000000001	0.0	0.099	0.0	0.0	0.052000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5342
25	0.828	0.0	0.096	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5388
25	0.802	0.0	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5374
25	0.799	0.0	0.14800000000000002	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5412
25	0.7509999999999999	0.0	0.249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5441
25	0.746	0.0	0.224	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5442
25	0.7490000000000001	0.0	0.198	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5471
25	0.7020000000000001	0.0	0.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5509
25	0.6990000000000001	0.0	0.274	0.0	0.0	0.027000000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5519
25	0.6990000000000001	0.0	0.247	0.0	0.0	0.054000000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5533
25	0.652	0.0	0.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5582
25	0.647	0.0	0.325	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5569
25	0.649	0.0	0.293	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5582
25	0.7390000000000001	0.0	0.075	0.0	0.0	0.18600000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5519
25	0.748	0.0	0.049	0.0	0.0	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5532
25	0.738	0.0	0.028	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5579
25	0.74	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56
25	0.7190000000000001	0.0	0.094	0.0	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5515
25	0.6859999999999999	0.0	0.175	0.0	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5537
25	0.6890000000000001	0.0	0.151	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5556
25	0.698	0.0	0.126	0.0	0.0	0.17600000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5564
25	0.688	0.0	0.102	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5593
25	0.643	0.0	0.16699999999999998	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.557
25	0.626	0.0	0.161	0.0	0.0	0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5585
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5669999999999997
25	0.75	0.0	0.05	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.563
25	0.75	0.0	0.1	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.562
25	0.8	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	3.5428
25	0.75	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	3.5469
25	0.6	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	3.57
25	0.32	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	3.5856
25	0.38	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	3.5886
25	0.7	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	3.5573
25	0.7	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.0	3.5621
25	0.75	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	3.5654
25	0.7	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	3.5736
25	0.6	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	3.575
25	0.85	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	3.5404
25	0.7	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	3.5573
25	0.735	0.0	0.0	0.015	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.572
25	0.75	0.0	0.0	0.015	0.0	0.235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.568
25	0.741	0.0	0.0	0.0	0.0	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5599
25	0.748	0.0	0.0	0.0	0.0	0.194	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57
25	0.746	0.0	0.0	0.0	0.0	0.155	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.576
25	0.7440000000000001	0.0	0.0	0.0	0.0	0.106	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5819
25	0.7440000000000001	0.0	0.0	0.0	0.0	0.056	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5827
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	3.5523
25	0.7020000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298	3.5778
25	0.711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.289	3.5751
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5655
25	0.75	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5318
25	0.75	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.572
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	3.585
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5715
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5708
25	0.75	0.0	0.0	0.0	0.0	0.2305	0.0195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5772
25	0.75	0.0	0.0	0.0	0.0	0.2101	0.039900000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.582
25	0.75	0.0	0.0	0.0	0.0	0.1912	0.0588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5865
25	0.75	0.0	0.0	0.0	0.0	0.1702	0.07980000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5901
25	0.75	0.0	0.0	0.0	0.0	0.15	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5944
25	0.75	0.0	0.0	0.0	0.0	0.1309	0.1191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6007
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5709
25	0.75	0.0	0.0	0.0	0.0	0.23981	0.0	0.0	0.0	0.01019	0.0	0.0	0.0	0.0	3.5789999999999997
25	0.75	0.0	0.0	0.0	0.0	0.22962	0.0	0.0	0.0	0.02038	0.0	0.0	0.0	0.0	3.5860000000000003
25	0.75	0.0	0.0	0.0	0.0	0.20961999999999997	0.0	0.0	0.0	0.04038	0.0	0.0	0.0	0.0	3.5986
25	0.75	0.0	0.0	0.0	0.0	0.22038000000000002	0.0	0.0	0.0	0.02962	0.0	0.0	0.0	0.0	3.614
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5709
25	0.75	0.0	0.0	0.0	0.0	0.22954000000000002	0.0	0.02046	0.0	0.0	0.0	0.0	0.0	0.0	3.5787
25	0.75	0.0	0.0	0.0	0.0	0.20019	0.0	0.04981	0.0	0.0	0.0	0.0	0.0	0.0	3.5933
25	0.75	0.0	0.0	0.0	0.0	0.1697	0.0	0.0803	0.0	0.0	0.0	0.0	0.0	0.0	3.6078
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5705
25	0.75	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	3.5802
25	0.75	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	3.5949
25	0.75	0.0	0.0	0.0	0.0	0.16981	0.0	0.0	0.08019	0.0	0.0	0.0	0.0	0.0	3.6101
25	0.75	0.0	0.01944	0.0	0.0	0.23056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5716
25	0.75	0.0	0.039439999999999996	0.0	0.0	0.21056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.571
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5702
25	0.75	0.0	0.0	0.019819999999999997	0.0	0.23018000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5722
25	0.75	0.0	0.0	0.02907	0.0	0.22093000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5742
25	0.75	0.0	0.0	0.03965	0.0	0.21035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5764
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5706
25	0.75	0.0	0.0	0.0	0.01096	0.23904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.573
25	0.75	0.0	0.0	0.0	0.02192	0.22808000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5744
25	0.75	0.0	0.0	0.0	0.03288	0.21711999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5783
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5702
25	0.67912	0.07088	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5684
25	0.59835	0.15164999999999998	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5712
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	3.5849
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0195	0.0	0.0	0.0	0.0	0.0	0.0	0.2305	3.5866
25	0.75	0.0	0.0	0.0	0.0	0.0	0.039900000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.2101	3.5885
25	0.75	0.0	0.0	0.0	0.0	0.0	0.07980000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.1702	3.5933
25	0.75	0.0	0.0	0.0	0.0	0.0	0.1191	0.0	0.0	0.0	0.0	0.0	0.0	0.1309	3.6010000000000004
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5709
25	0.75	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	3.569
25	0.75	0.0	0.0	0.0	0.0	0.1992	0.0	0.0	0.0	0.0	0.0	0.0508	0.0	0.0	3.5669999999999997
25	0.75	0.0	0.0	0.0	0.0	0.16940000000000002	0.0	0.0	0.0	0.0	0.0	0.0806	0.0	0.0	3.5660000000000003
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	3.583
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0385	0.0	0.2115	3.5789999999999997
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0577	0.0	0.1923	3.5745
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0788	0.0	0.17120000000000002	3.5735
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.15	3.57
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	3.5834
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0198	0.0	0.0	0.0	0.0	0.0	0.2302	3.59
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0404	0.0	0.0	0.0	0.0	0.0	0.2096	3.5975
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0606	0.0	0.0	0.0	0.0	0.0	0.1894	3.6057
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	3.5834
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0295	0.0	0.0	0.0	0.0	0.2205	3.5902
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0779	0.0	0.0	0.0	0.0	0.1721	3.6082
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1014	0.0	0.0	0.0	0.0	0.14859999999999998	3.6139
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	3.5841
25	0.75	0.0	0.0	0.0202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2298	3.5851
25	0.75	0.0	0.0	0.0406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2094	3.5869
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	3.5843
25	0.75	0.0	0.0	0.0	0.0	0.0589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1911	3.5784
25	0.75	0.0	0.0	0.0	0.0	0.1227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1273	3.5781
25	0.75	0.0	0.0	0.0	0.0	0.1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0634	3.5765
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5721
20	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.5861
100	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.5893
200	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.594
300	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.5978
400	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.6021
500	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.6068
600	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.6094
800	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.6205
850	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	3.622
900	0.7471	0.0	0.0	0.0461	0.0	0.1788	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	3.6259
950	0.7465999999999999	0.0	0.0	0.0441	0.0	0.1809	0.0	0.0	0.0284	0.0	0.0	0.0	0.0	0.0	3.6286
1000	0.745	0.0	0.0	0.0418	0.0	0.1837	0.0	0.0	0.0295	0.0	0.0	0.0	0.0	0.0	3.6319
20	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.5826
100	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.5859
200	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.5909
300	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.5956
400	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.6004
500	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.6053
600	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.6096
700	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.6151
800	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.6214
850	0.7403	0.0	0.028	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0	3.6239999999999997
900	0.7345999999999999	0.0	0.0289	0.0029	0.0267	0.1693	0.0219	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	3.6267
950	0.7353000000000001	0.0	0.0325	0.0029	0.0267	0.1657	0.0214	0.0	0.0155	0.0	0.0	0.0	0.0	0.0	3.6267
1000	0.7329000000000001	0.0	0.0339	0.0028000000000000004	0.0262	0.16690000000000002	0.0214	0.0	0.016	0.0	0.0	0.0	0.0	0.0	3.6321
20	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.5811
100	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.5845
200	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.5894
300	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.5933
400	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.5991
500	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.6039
600	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.6086
700	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.6145
800	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.6202
850	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	3.6233
900	0.7106	0.0295	0.0281	0.0018	0.0271	0.16329999999999995	0.0254	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	3.6262
950	0.6962999999999999	0.0307	0.0396	0.0017	0.0266	0.1647	0.0257	0.0	0.0147	0.0	0.0	0.0	0.0	0.0	3.6296
1000	0.7039	0.0319	0.0312	0.0017	0.0261	0.16440000000000002	0.0256	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	3.6332
20	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5655
20	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5660000000000003
20	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57
20	0.67	0.0	0.08	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57
20	0.75	0.0	0.025	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.563
20	0.75	0.0	0.1	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57
20	0.75	0.0	0.0	0.04	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5780000000000003
20	0.735	0.0	0.0	0.015	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.572
20	0.75	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	3.61
20	0.7495	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0875	0.0	0.0	0.0	0.0	0.0	3.6239999999999997
20	0.747	0.0	0.0	0.0	0.0	0.198	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	3.59
20	0.75	0.0	0.0	0.0	0.0	0.175	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	3.603
20	0.78	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.08900000000000001	0.0	0.0	0.0	0.0	0.0	3.608
20	0.75	0.0	0.0	0.0	0.0	0.2	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58
20	0.75	0.0	0.0	0.0	0.0	0.15	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.589
20	0.75	0.0	0.0	0.0	0.0	0.1	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59
20	0.75	0.0	0.0	0.0	0.0	0.125	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.582
20	0.75	0.0	0.0	0.0	0.0	0.13	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6
20	0.75	0.0	0.0	0.0	0.03	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5780000000000003
