Temp	Nickel	Cobalt	Chromium	Molybdenum	Tungsten	Aluminium	Titanium	Niobium	Tantalum	Hafnium	Rhenium	Vanadium	Ferrite	Galium	Copper	Gold	AlphaGamma
20	0.8547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14529999999999998	0.0	0.0	3.5474
20	0.8428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1572	0.0	0.0	3.5521
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5189999999999997
25	0.9877	0.0	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.522
25	0.9495	0.0	0.0	0.0505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5389999999999997
25	0.9025	0.0	0.0	0.0975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.556
25	0.8528	0.0	0.0	0.1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.575
25	0.838	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.583
25	0.823	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59
25	0.8077	0.0	0.0	0.1923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.596
25	0.7922	0.0	0.0	0.2078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.603
25	0.8815000000000001	0.0	0.0	0.1185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5724
25	0.8673000000000001	0.0	0.0	0.13269999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5793
25	0.8528	0.0	0.0	0.1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5853
25	0.838	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5917
25	0.823	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.597
25	0.8077	0.0	0.0	0.1923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6042
25	0.8	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.608
25	0.7922	0.0	0.0	0.2078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6105
25	0.7764	0.0	0.0	0.2236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6180000000000003
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5189999999999997
25	0.968	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5380000000000003
25	0.921	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5660000000000003
16	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5172
98	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5212
187	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5259
257	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5295
275	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5302
301	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5319
331	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5336
333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5338
336	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5338
338	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5339
341	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5343
342	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5343
343	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5342
345	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5345
346	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5347
348	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5346
349	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5347
352	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.535
356	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5355
359	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5356
362	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5359
363	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.536
365	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5361
370	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5367
373	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5367
374	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5367
378	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5371
388	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5379
398	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5383
405	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5387
410	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5388
411	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5388
429	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5403
460	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5422
501	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5448
557	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5482
603	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5508
608	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5517
25	0.9771	0.0	0.0	0.0	0.0	0.0	0.0229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5245
25	0.9572	0.0	0.0	0.0	0.0	0.0	0.042800000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5317
25	0.9385	0.0	0.0	0.0	0.0	0.0	0.06150000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5372
25	0.9064	0.0	0.0	0.0	0.0	0.0	0.0936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5496
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5168
25	0.974	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5252
25	0.942	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5363
25	0.93	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5409
25	0.905	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5485
18	0.9743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0257	0.0	0.0	0.0	0.0	3.5211
18	0.9535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046500000000000014	0.0	0.0	0.0	0.0	3.5255
18	0.9431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05690000000000001	0.0	0.0	0.0	0.0	3.5262
18	0.921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	3.5298
18	0.9041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0959	0.0	0.0	0.0	0.0	3.5319
18	0.8956000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1044	0.0	0.0	0.0	0.0	3.5317
18	0.8467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1533	0.0	0.0	0.0	0.0	3.5415
18	0.8462999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1537	0.0	0.0	0.0	0.0	3.5414
18	0.8106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1894	0.0	0.0	0.0	0.0	3.5471
18	0.7951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2049	0.0	0.0	0.0	0.0	3.5511
18	0.7939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2061	0.0	0.0	0.0	0.0	3.5506
18	0.7911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2089	0.0	0.0	0.0	0.0	3.5509
18	0.7685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2315	0.0	0.0	0.0	0.0	3.5558
18	0.764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236	0.0	0.0	0.0	0.0	3.5561
18	0.7531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2469	0.0	0.0	0.0	0.0	3.5587
18	0.7037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2963	0.0	0.0	0.0	0.0	3.5735
18	0.6759000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32409999999999994	0.0	0.0	0.0	0.0	3.5831
18	0.648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35200000000000004	0.0	0.0	0.0	0.0	3.5905
18	0.6470999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3529	0.0	0.0	0.0	0.0	3.5927
18	0.6448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3552	0.0	0.0	0.0	0.0	3.5975
18	0.6394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3606	0.0	0.0	0.0	0.0	3.5966
18	0.6202000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3798	0.0	0.0	0.0	0.0	3.6013
18	0.6169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3831	0.0	0.0	0.0	0.0	3.6038
18	0.6015999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3984	0.0	0.0	0.0	0.0	3.6091
18	0.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.403	0.0	0.0	0.0	0.0	3.6097
18	0.5808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4192	0.0	0.0	0.0	0.0	3.6179
25	0.9711	0.0	0.0	0.0	0.0289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5279
25	0.9208	0.0	0.0	0.0	0.07919999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5501
25	0.8734000000000001	0.0	0.0	0.0	0.1266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57
25	0.8590000000000001	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5839999999999996
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5242
25	0.9944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005600000000000001	0.0	0.0	0.0	0.0	0.0	0.0	3.529
25	0.9888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011200000000000002	0.0	0.0	0.0	0.0	0.0	0.0	3.535
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5241
25	0.96989	0.0	0.0	0.0	0.0	0.0	0.0	0.03011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5473
25	0.94052	0.0	0.0	0.0	0.0	0.0	0.0	0.05948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5625
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5246
25	0.97981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5393
25	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.552
25	0.9403799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05962000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5658
25	0.91981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5773
20	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6133
100	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6173
200	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6215
300	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6256
400	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6294
500	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6355
600	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6372
800	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6492
850	0.7768	0.0	0.0	0.1894	0.0	0.0283	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6518
900	0.7772	0.0	0.0	0.1811	0.0	0.0355	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6546
950	0.7761	0.0	0.0	0.1734	0.0	0.0436	0.0	0.0	0.0069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.658
1000	0.7751	0.0	0.0	0.1642	0.0	0.0529	0.0	0.0	0.0078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6606
20	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5976
100	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6
200	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6051
300	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6101
400	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6151
500	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6202
600	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6241
700	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6301
800	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6356
850	0.6739	0.0	0.2329	0.0123	0.0433	0.0319	0.0027	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6398
900	0.6819	0.0	0.217	0.0119	0.0429	0.0392	0.0037	0.0	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.642
950	0.6903	0.0	0.1997	0.0114	0.0424	0.0475	0.005	0.0	0.0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6447
1000	0.6977	0.0	0.1822	0.0108	0.0416	0.05690000000000001	0.006500000000000001	0.0	0.0042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6485
20	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5871
100	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5906
200	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5952
300	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5994
400	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6049
500	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6101
600	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6153
700	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6209
800	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6278
850	0.6093999999999999	0.0888	0.2138	0.0074	0.0395	0.035	0.0033	0.0	0.0028000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6299
900	0.6195	0.08310000000000001	0.2005	0.0072	0.0393	0.0427	0.0045000000000000005	0.0	0.0032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.634
950	0.63381	0.0768	0.18229	0.0068000000000000005	0.0388	0.0519	0.006	0.0	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6375
1000	0.642	0.0716	0.16829999999999998	0.006500000000000001	0.0383	0.06150000000000001	0.0078	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6407
20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5239999999999996
20	0.889	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.535
20	0.7490000000000001	0.0	0.111	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.623
20	0.7190000000000001	0.0	0.111	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5639999999999996
20	0.8	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5460000000000003
20	0.7	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.553
20	0.97	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5389999999999997
20	0.94	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.552
20	0.91	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.565
20	0.903	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.563
20	0.782	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61
20	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5780000000000003
20	0.91	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5635
20	0.845	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.588
