Temp	Nickel	Cobalt	Chromium	Molybdenum	Tungsten	Aluminium	Titanium	Niobium	Tantalum	Hafnium	Rhenium	Vanadium	Ferrite	Galium	Copper	Gold	AlphaGamma	AlphaGammaPrime	Phase
900	0.7208	0.0	0.1217	0.1039	0.0	0.04769999999999999	0.0	0.0	0.0058	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	3.634027		$\gamma$
1000	0.7304999999999999	0.0	0.0998	0.09210000000000004	0.0	0.0699	0.0	0.0	0.0074	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	3.639476		$\gamma$
1100	0.7342	0.0	0.0815	0.0782	0.0	0.096	0.0	0.0	0.0097	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	3.642805		$\gamma$
25	0.5882999999999999	0.1243	0.147	0.0955	0.0	0.0374	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5813330000000003		$\gamma$
300	0.5882999999999999	0.1243	0.147	0.0955	0.0	0.0374	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.592781		$\gamma$
500	0.5882999999999999	0.1243	0.147	0.0955	0.0	0.0374	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.602603		$\gamma$
600	0.5882999999999999	0.1243	0.147	0.0955	0.0	0.0374	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.606834		$\gamma$
700	0.5882999999999999	0.1243	0.147	0.0955	0.0	0.0374	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.612032		$\gamma$
800	0.5882999999999999	0.1243	0.147	0.0955	0.0	0.0374	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.621038		$\gamma$
900	0.6024	0.115	0.1359	0.0926	0.0	0.0458	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.627601		$\gamma$
1000	0.6313	0.0971	0.1118	0.0828	0.0	0.0665	0.0	0.0	0.0105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.635669		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5168		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5273		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5169		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.519		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.519		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5168		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5242		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5241		$\gamma$
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5246		$\gamma$
25	0.902	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5273	3.5273	$\gamma$ and $\gamma'$
25	0.902	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5322	3.5273	$\gamma$ and $\gamma'$
25	0.9	0.0	0.049	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5302	3.5302	$\gamma$ and $\gamma'$
25	0.848	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5315	3.5315	$\gamma$ and $\gamma'$
25	0.848	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5387	3.5315	$\gamma$ and $\gamma'$
25	0.851	0.0	0.122	0.0	0.0	0.027000000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5314	3.5314	$\gamma$ and $\gamma'$
25	0.8490000000000001	0.0	0.099	0.0	0.0	0.052000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5342	3.5342	$\gamma$ and $\gamma'$
25	0.828	0.0	0.096	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5388	3.5388	$\gamma$ and $\gamma'$
25	0.802	0.0	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5374	3.5374	$\gamma$ and $\gamma'$
25	0.802	0.0	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5449	3.5374	$\gamma$ and $\gamma'$
25	0.799	0.0	0.14800000000000002	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5412	3.5412	$\gamma$ and $\gamma'$
25	0.7509999999999999	0.0	0.249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5441	3.5441	$\gamma$ and $\gamma'$
25	0.746	0.0	0.22399999999999998	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5442	3.5442	$\gamma$ and $\gamma'$
25	0.7490000000000001	0.0	0.198	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5471	3.5471	$\gamma$ and $\gamma'$
25	0.7020000000000001	0.0	0.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5509	3.5509	$\gamma$ and $\gamma'$
25	0.6990000000000001	0.0	0.27399999999999997	0.0	0.0	0.027000000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5519	3.5519	$\gamma$ and $\gamma'$
25	0.6990000000000001	0.0	0.247	0.0	0.0	0.054000000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5533	3.5533	$\gamma$ and $\gamma'$
25	0.652	0.0	0.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5582	3.5582	$\gamma$ and $\gamma'$
25	0.647	0.0	0.325	0.0	0.0	0.027999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5569	3.5569	$\gamma$ and $\gamma'$
25	0.649	0.0	0.293	0.0	0.0	0.057999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5582	3.5582	$\gamma$ and $\gamma'$
25	0.8	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	3.5428	3.5428	$\gamma$ and $\gamma'$
25	0.75	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	3.5469	3.5469	$\gamma$ and $\gamma'$
25	0.6	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	3.57	3.57	$\gamma$ and $\gamma'$
25	0.951	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5257		$\gamma$
25	0.925	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5309		$\gamma$
25	0.889	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5367		$\gamma$
25	0.879	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5383		$\gamma$
25	0.8759999999999999	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5405		$\gamma$
25	0.86	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5433		$\gamma$
25	0.846	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5385		$\gamma$
20	0.941	0.0	0.0	0.0	0.0	0.059000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.526		$\gamma$
200	0.941	0.0	0.0	0.0	0.0	0.059000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.535		$\gamma$
350	0.941	0.0	0.0	0.0	0.0	0.059000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.542		$\gamma$
500	0.941	0.0	0.0	0.0	0.0	0.059000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55		$\gamma$
20	0.8759999999999999	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.537		$\gamma$
200	0.8759999999999999	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5460000000000003		$\gamma$
350	0.8759999999999999	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.553		$\gamma$
500	0.8759999999999999	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5610000000000004		$\gamma$
25	0.823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.032	3.552		$\gamma$
25	0.825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.03	3.552		$\gamma$
25	0.833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.02	3.543		$\gamma$
25	0.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14800000000000002	0.016	3.542		$\gamma$
25	0.841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.01	3.535		$\gamma$
25	0.847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.003	3.531		$\gamma$
25	0.9520000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.024	3.536		$\gamma$
25	0.9520000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	3.577		$\gamma$
25	0.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.015	3.53		$\gamma$
25	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	3.5210000000000004		$\gamma$
25	0.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	3.532		$\gamma$
25	0.9888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011200000000000002	3.5410000000000004		$\gamma$
25	0.9828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172	3.554		$\gamma$
25	0.968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	3.557		$\gamma$
25	0.9329999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	3.592		$\gamma$
25	0.9996	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5169		$\gamma$
25	0.902	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5184		$\gamma$
25	0.805	0.195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5201		$\gamma$
25	0.752	0.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5215		$\gamma$
25	0.7440000000000001	0.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5221		$\gamma$
25	0.71	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5233		$\gamma$
25	0.624	0.376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5249		$\gamma$
25	0.507	0.493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5266		$\gamma$
25	0.493	0.507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5274		$\gamma$
25	0.41100000000000003	0.589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5286		$\gamma$
25	0.311	0.6890000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5306		$\gamma$
20	0.8959999999999999	0.10400000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.518		$\gamma$
200	0.8959999999999999	0.10400000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.528		$\gamma$
350	0.8959999999999999	0.10400000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.536		$\gamma$
500	0.8959999999999999	0.10400000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.544		$\gamma$
25	0.7349	0.0	0.0	0.2651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6424		$\gamma$
25	0.7038	0.0	0.0643	0.2319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6349		$\gamma$
25	0.5932999999999999	0.0	0.2978	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6235		$\gamma$
25	0.9658	0.0	0.0342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5194		$\gamma$
25	0.9489	0.0	0.051100000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5221		$\gamma$
25	0.9137	0.0	0.0863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5252		$\gamma$
25	0.9005	0.0	0.0995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5272		$\gamma$
25	0.8771	0.0	0.1229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5292		$\gamma$
25	0.8103	0.0	0.1897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5365		$\gamma$
20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.524		$\gamma$
20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.524		$\gamma$
200	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.536		$\gamma$
200	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5264		$\gamma$
350	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.545		$\gamma$
500	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.554		$\gamma$
500	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5446		$\gamma$
20	0.895	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.539		$\gamma$
200	0.895	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.551		$\gamma$
350	0.895	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56		$\gamma$
500	0.895	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.568		$\gamma$
25	0.7764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1118	0.0	0.1118	0.0	3.5376		$\gamma$
18	0.6759000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32409999999999994	0.0	3.5426		$\gamma$
18	0.764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23600000000000002	0.0	3.536		$\gamma$
18	0.8887999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1112	0.0	3.5258		$\gamma$
18	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5166		$\gamma$
25	0.6743000000000001	0.0	0.0	0.2064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1193	0.0	0.0	0.0	3.613		$\gamma$
25	0.9790000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	3.5195		$\gamma$
25	0.963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037000000000000005	0.0	0.0	0.0	3.5215		$\gamma$
25	0.948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052000000000000005	0.0	0.0	0.0	3.5232		$\gamma$
25	0.925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	3.5255		$\gamma$
25	0.905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	3.5284		$\gamma$
25	0.8959999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10400000000000001	0.0	0.0	0.0	3.5293		$\gamma$
25	0.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	3.5322		$\gamma$
25	0.8440000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0	3.5354		$\gamma$
25	0.828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.0	0.0	0.0	3.5367		$\gamma$
25	0.813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187	0.0	0.0	0.0	3.5387		$\gamma$
25	0.802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198	0.0	0.0	0.0	3.5392		$\gamma$
15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5171		$\gamma$
100	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5213		$\gamma$
300	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5318		$\gamma$
400	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5384		$\gamma$
600	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5509		$\gamma$
15	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	3.5207		$\gamma$
100	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	3.5246		$\gamma$
200	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	3.5294		$\gamma$
300	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	3.5347		$\gamma$
400	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	3.5409		$\gamma$
500	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	3.5468		$\gamma$
600	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	3.5527		$\gamma$
15	0.938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	3.5241		$\gamma$
100	0.938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	3.528		$\gamma$
200	0.938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	3.5329		$\gamma$
300	0.938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	3.5382		$\gamma$
400	0.938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	3.5444		$\gamma$
500	0.938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	3.5504		$\gamma$
600	0.938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	3.5562		$\gamma$
15	0.9079999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	3.5278		$\gamma$
100	0.9079999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	3.5317		$\gamma$
200	0.9079999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	3.5365		$\gamma$
300	0.9079999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	3.5418		$\gamma$
400	0.9079999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	3.5478		$\gamma$
500	0.9079999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	3.5544		$\gamma$
600	0.9079999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	3.5602		$\gamma$
15	0.8220000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17800000000000002	0.0	0.0	0.0	3.5378		$\gamma$
100	0.8220000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17800000000000002	0.0	0.0	0.0	3.5417		$\gamma$
200	0.8220000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17800000000000002	0.0	0.0	0.0	3.5466		$\gamma$
300	0.8220000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17800000000000002	0.0	0.0	0.0	3.5518		$\gamma$
